name,eng_name,description,Active,Physical,RequiresFocus,Indoor,Outdoor,RequiresTravel,Solo,Group,SocialInteraction,Creative,Intellectual,Emotional,Analytical,StressRelief,CostRequired,EquipmentRequired,LearningRequired,TimeRequired,Challenging,Competitive,Rewarding,Trendy,RequiresConsistency,ManualSkill,InNature,DetailedDescription,Equipment
일본어,Japanese,"일본어 실력을 기르는 언어 학습으로, 문자와 발음의 특성을 이해해야 하며 일본 문화와 함께 언어를 배워가는 문화적 이해를 동반하는 취미",-1,-2,1,1,-2,-2,2,-1,-1,0,1,0,1,1,0,-1,0,1,2,-1,0,1,2,0,-2,일본어는 문자와 발음의 특성을 이해하고 일본 문화를 함께 배우는 언어 학습 활동입니다. 문화적 이해와 실용성이 중요합니다.\n일본 문화와 언어에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 문자와 발음 습득 필요\n2. 다양한 학습 자료 활용 가능\n3. 실전 회화 및 작문 연습\n4. 문화적 이해와 교류 경험\n5. 시험 준비 및 자격증 취득 가능\n6. 온라인/오프라인 학습 병행 가능,일본어교재|히라가나/가타카나표|노트|사전/번역기|음성녹음기|온라인강의|일본영화/애니|스터디모임
중국어,Chinese,"중국어를 배우는 언어 학습으로, 성조와 한자의 특성을 익혀야 하며 거대한 중화권 문화와 비즈니스 기회를 열어가는 실용적인 취미",-1,-2,1,1,-2,-2,2,-1,-1,0,1,0,1,1,0,-1,0,1,2,-1,0,1,2,0,-2,중국어는 성조와 한자의 특성을 익히며 중화권 문화와 비즈니스 기회를 넓힐 수 있는 언어 학습 활동입니다. 꾸준한 반복과 실전 연습이 중요합니다.\n중국 문화와 실용적 언어 능력에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 성조와 한자 습득 필요\n2. 다양한 학습 자료 활용 가능\n3. 실전 회화 및 작문 연습\n4. 문화적 이해와 교류 경험\n5. 시험 준비 및 자격증 취득 가능\n6. 온라인/오프라인 학습 병행 가능,중국어교재|한자노트|사전/번역기|음성녹음기|온라인강의|중국영화/드라마|스터디모임
불어,French,"프랑스어를 익히는 언어 학습으로, 발음과 문법의 아름다움을 배우며 프랑스 문화와 예술에 대한 이해를 높이는 문화적 소양을 기르는 취미",-1,-2,1,1,-2,-2,2,-1,-1,0,1,0,1,1,0,-1,0,1,2,-1,0,1,2,0,-2,불어는 발음과 문법의 아름다움을 배우며 프랑스 문화와 예술을 이해할 수 있는 언어 학습 활동입니다. 꾸준한 연습과 문화적 관심이 중요합니다.\n프랑스 문화와 예술에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 발음과 문법 습득 필요\n2. 다양한 학습 자료 활용 가능\n3. 실전 회화 및 작문 연습\n4. 문화적 이해와 교류 경험\n5. 시험 준비 및 자격증 취득 가능\n6. 온라인/오프라인 학습 병행 가능,불어교재|노트|사전/번역기|음성녹음기|온라인강의|프랑스영화/음악|스터디모임
패들보드,Paddle Board,"물 위에서 보드 위에 서서 패들로 노를 젓는 수상 스포츠로, 균형감각과 코어 근력이 필요하며 평온한 물 위에서 자연과 교감하는 힐링 운동",1,1,1,-2,2,0,1,-1,-1,-1,0,0,0,1,0,1,1,0,0,-1,1,1,1,0,2,"패들보드는 물 위에서 보드 위에 서서 패들로 노를 젓는 수상 스포츠입니다. 균형감각과 코어 근력이 중요하며, 자연과의 교감을 통해 힐링을 경험할 수 있습니다.\n자연을 사랑하고 평온한 운동을 원하는 사람에게 잘 맞는 취미에요!\n1. 균형감각과 코어 근력 필요\n2. 물 위에서의 평온한 경험\n3. 다양한 장소에서 즐길 수 있음\n4. 비교적 간단한 장비로 시작 가능\n5. 운동 효과와 힐링 동시 경험\n6. 야외 활동을 선호하는 사람에게 추천",패들보드|패들|구명조끼|방수백|래쉬가드|모자|선크림|물병|방수신발|타월
스노쿨링,Snorkeling,"수면 근처에서 마스크와 스노클을 이용해 수중을 관찰하는 활동으로, 수영 실력이 필요하며 바다 생물들을 가까이서 관찰하는 자연 체험 취미",0,0,0,-2,2,1,1,0,-1,-1,-1,1,-1,1,0,0,0,0,0,-2,1,0,0,-1,2,"스노쿨링은 마스크와 스노클을 이용해 수면 근처에서 바다 생물을 관찰하는 활동입니다. 수영 실력이 필요하며, 자연 체험과 힐링을 동시에 경험할 수 있습니다.\n바다 생물 관찰과 자연 체험을 좋아하는 사람에게 잘 맞는 취미에요!\n1. 수영 실력 필요\n2. 다양한 해양 생물 관찰 가능\n3. 비교적 간단한 장비로 시작 가능\n4. 안전 수칙 숙지 필수\n5. 여행지에서 즐기기 좋음\n6. 자연과 교감하는 힐링 경험",마스크|스노클|핀|구명조끼|래쉬가드|방수백|선크림|방수카메라|타월|물병
칵테일,Cocktail,"다양한 술과 재료를 조합해 음료를 만드는 기술로, 창의성과 정확한 계량이 필요하며 손님을 위한 특별한 음료를 창조하는 예술적이고 사교적인 취미",-1,-2,1,1,-2,-2,0,1,1,1,0,0,0,1,-1,0,0,1,0,-2,0,1,0,1,-2,칵테일은 다양한 술과 재료를 조합해 나만의 음료를 만드는 창의적인 활동입니다. 정확한 계량과 레시피 이해가 중요합니다.\n음료 만들기와 사교적 분위기를 좋아하는 사람에게 잘 맞는 취미에요!\n1. 창의성과 정확성 필요\n2. 다양한 레시피 시도 가능\n3. 파티나 모임에서 활용도 높음\n4. 미각과 감각 발달\n5. 비교적 적은 공간에서 가능\n6. 음주 문화에 관심 있는 사람에게 추천,"칵테일셰이커|믹싱글라스|계량컵|스트레이너|바스푼|잔(칵테일잔, 하이볼 등)|술(베이스, 리큐르)|과일/시럽|얼음|장식용 소품"
바리스타,Barista,"커피를 전문적으로 추출하고 제조하는 기술로, 원두에 대한 지식과 정교한 기술이 필요하며 완벽한 한 잔의 커피를 만드는 장인정신을 기르는 취미",0,-1,1,1,-2,-2,1,0,0,0,1,0,1,1,-1,0,1,1,1,-1,1,1,1,1,-2,바리스타는 커피를 전문적으로 추출하고 제조하는 기술을 배우는 활동입니다. 원두의 특성과 추출법에 대한 이해가 중요합니다.\n커피와 장인정신에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 원두와 추출법에 대한 지식 필요\n2. 다양한 커피 레시피 시도 가능\n3. 미각과 감각 발달\n4. 카페 창업 및 취업에 도움\n5. 비교적 적은 공간에서 가능\n6. 커피 문화를 즐기는 사람에게 추천,에스프레소머신|핸드드립세트|원두|그라인더|저울|포터필터|탬퍼|드립포트|필터|머그잔|우유스티머|냉장고(우유 보관)|청소도구
티블랜딩,Tea Blending,"다양한 차를 조합해 나만의 블렌드 차를 만드는 활동으로, 향과 맛에 대한 섬세한 감각이 필요하며 차 문화와 함께 힐링을 경험하는 우아한 취미",-1,-2,1,1,-2,-2,1,-1,-1,1,0,0,0,1,-1,-1,0,1,0,-2,0,1,1,1,-2,"티블랜딩은 다양한 차를 조합해 나만의 블렌드 차를 만드는 활동입니다. 향과 맛에 대한 섬세한 감각이 필요합니다.\n차 문화와 힐링을 좋아하는 사람에게 잘 맞는 취미에요!\n1. 다양한 차와 재료 경험\n2. 향과 맛의 조화 탐구\n3. 힐링과 휴식 효과\n4. 선물용, 일상용 모두 활용 가능\n5. 비교적 적은 공간에서 가능\n6. 차 문화에 관심 있는 사람에게 추천","홍차/녹차/허브차|블렌딩 재료(과일, 꽃 등)|티포트|티컵|저울|계량스푼|차 거름망|보관용기|포장지"
요리,Cooking,"다양한 재료로 음식을 만드는 창조적 활동으로, 기술과 창의성이 모두 필요하며 가족과 친구들과 함께 나누는 기쁨을 통해 사랑을 표현하는 일상적인 취미",0,-1,1,1,-2,-2,1,0,0,1,0,0,0,1,-1,0,0,1,0,-1,0,1,1,1,-2,"요리는 다양한 재료로 음식을 만드는 창조적 활동입니다. 기술과 창의성이 모두 필요하며, 가족과 친구들과 함께 나누는 기쁨이 큽니다.\n음식 만들기와 나눔을 좋아하는 사람에게 잘 맞는 취미에요!\n1. 다양한 재료와 조리법 경험\n2. 창의적 레시피 개발 가능\n3. 가족, 친구와의 소통 도구\n4. 건강한 식습관 형성\n5. 선물용, 파티용으로 활용 가능\n6. 꾸준한 연습으로 실력 향상","조리도구(칼, 도마, 냄비 등)|식재료|계량도구|오븐/가스레인지|접시/그릇|앞치마|조리책/레시피|보관용기|타월"
국내 여행,Domestic Travel,"우리나라 곳곳을 탐방하는 활동으로, 계획과 정보 수집이 필요하며 다양한 지역의 문화와 자연을 경험하며 새로운 추억을 만드는 힐링 취미",0,0,0,-1,1,1,0,0,0,0,0,1,0,1,0,1,-1,0,0,-1,1,1,0,-1,1,국내 여행은 우리나라 곳곳을 탐방하며 다양한 문화와 자연을 경험하는 활동입니다. 계획과 정보 수집이 중요합니다.\n새로운 경험과 힐링을 원하는 사람에게 잘 맞는 취미에요!\n1. 다양한 지역의 문화와 자연 경험\n2. 계획과 정보 수집 능력 필요\n3. 새로운 추억과 인연 만들기\n4. 비교적 저렴한 비용으로 가능\n5. 계절별 다양한 여행지 선택 가능\n6. 여행 기록 및 사진 촬영 가능,"여행가방|지도/가이드북|카메라|휴대폰|충전기|여행용품(세면도구, 의류 등)|교통카드|간식|물병|응급약품"
해외 여행,Overseas Travel,"다른 나라를 방문해 새로운 문화를 체험하는 활동으로, 언어와 문화에 대한 개방성이 필요하며 세계를 무대로 견문을 넓히고 인생의 시야를 확장하는 취미",0,0,0,-2,2,2,0,0,0,0,1,1,0,1,2,2,0,1,1,-1,1,2,-1,0,2,해외 여행은 다른 나라를 방문해 새로운 문화를 체험하는 활동입니다. 언어와 문화에 대한 개방성이 필요합니다.\n세계 여행과 다양한 경험을 원하는 사람에게 잘 맞는 취미에요!\n1. 다양한 문화와 언어 경험\n2. 새로운 인연과 추억 만들기\n3. 계획과 정보 수집 능력 필요\n4. 여행 기록 및 사진 촬영 가능\n5. 예산 관리와 준비 필요\n6. 인생의 시야 확장,"여권|항공권|여행가방|지도/가이드북|카메라|휴대폰|충전기|여행용품(세면도구, 의류 등)|현지화폐/카드|응급약품"
음악감상,Listening to Music,"좋아하는 음악을 듣며 감정적 위안과 정신적 휴식을 얻는 활동으로, 다양한 장르를 통해 기분 전환과 스트레스 해소에 도움이 되는 취미",-2,-2,-1,1,-1,-2,2,-1,-2,0,-1,2,-2,2,-1,-1,-2,-1,-2,-2,0,0,-2,-2,-2,음악감상은 다양한 장르의 음악을 들으며 감정적 위안과 정신적 휴식을 얻는 활동입니다. 스트레스 해소와 기분 전환에 효과적입니다.\n음악을 통해 힐링과 감정 해소를 원하는 사람에게 잘 맞는 취미에요!\n1. 다양한 장르의 음악 경험\n2. 감정적 위안과 휴식 효과\n3. 스트레스 해소와 기분 전환\n4. 음악적 감성 발달\n5. 혼자 또는 함께 즐길 수 있음\n6. 장소와 시간의 제약이 적음,음악플레이어|이어폰/헤드폰|스피커|음원서비스(스트리밍 등)|플레이리스트|음악감상노트(선택)
게임,Game,"디지털 플랫폼에서 다양한 장르의 게임을 즐기며 전략적 사고와 반응속도를 기르고, 몰입감과 성취감을 통해 스트레스를 해소하는 취미",-1,-2,1,2,-2,-2,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,-2,"게임은 디지털 플랫폼에서 다양한 장르의 게임을 즐기며 전략적 사고와 반응속도를 기르는 활동입니다. 몰입감과 성취감, 스트레스 해소에 효과적입니다.\n전략적 사고와 몰입을 즐기는 사람에게 잘 맞는 취미에요!\n1. 다양한 장르의 게임 경험\n2. 전략적 사고와 반응속도 향상\n3. 몰입감과 성취감 경험\n4. 친구와의 소통 및 협동 가능\n5. 스트레스 해소와 여가 활용\n6. 비교적 적은 비용으로 시작 가능",PC/콘솔/스마트폰|게임 소프트웨어|컨트롤러/마우스|헤드셋|모니터|인터넷 연결|게임 커뮤니티
배구,Volleyball,"네트를 사이에 두고 팀워크를 바탕으로 공을 주고받는 단체 구기 스포츠로, 순발력과 협동심을 기르며 활발한 신체 활동을 통해 체력 향상에 도움이 되는 취미",2,2,1,-1,1,-1,-1,2,2,-1,-1,0,-1,1,-1,0,1,0,1,1,1,0,1,-1,0,"배구는 네트를 사이에 두고 팀워크를 바탕으로 공을 주고받는 단체 구기 스포츠입니다. 순발력과 협동심, 활발한 신체 활동이 중요합니다.\n팀워크와 신체 활동을 즐기는 사람에게 잘 맞는 취미에요!\n1. 순발력과 협동심 필요\n2. 활발한 신체 활동 경험\n3. 팀 스포츠의 재미와 성취감\n4. 다양한 포지션과 역할 경험\n5. 동호회 및 대회 참가 가능\n6. 체력 향상과 건강 증진",배구공|운동화|운동복|무릎보호대|손목밴드|타월|물병|코트 이용권|팀복
프라모델조립,Plastic Model Assembly,"플라스틱 모형을 조립하고 도색하여 완성하는 정밀한 손작업 활동으로, 집중력과 인내심을 기르며 완성품을 통해 큰 성취감을 얻을 수 있는 취미",-2,-2,2,2,-2,-2,2,-1,-1,1,0,0,0,0,0,1,1,1,1,0,2,1,-1,2,-2,"프라모델조립은 플라스틱 모형을 조립하고 도색하여 완성하는 정밀한 손작업 활동입니다. 집중력과 인내심, 창의성이 필요합니다.\n정밀한 손작업과 창작을 즐기는 사람에게 잘 맞는 취미에요!\n1. 집중력과 인내심 필요\n2. 창의적 설계와 도색 경험\n3. 완성품의 성취감 경험\n4. 다양한 모델과 부품 활용 가능\n5. 비교적 적은 공간에서 가능\n6. 취미 커뮤니티 활동 가능","프라모델 키트|니퍼|파일|접착제|도색도구(붓, 에어브러시 등)|페인트|데칼|작업매트|핀셋|보관함"
뮤지컬,Musical,"음악과 연기, 춤이 어우러진 공연 예술을 관람하며 감동과 즐거움을 얻는 문화 활동으로, 예술적 감성을 기르고 정서적 풍요로움을 경험할 수 있는 취미",-2,-2,0,1,-1,0,1,0,-1,1,1,2,-1,1,1,-2,-2,-2,-2,-2,1,0,-2,-2,-2,"뮤지컬은 음악, 연기, 춤이 어우러진 공연 예술을 관람하며 감동과 즐거움을 얻는 문화 활동입니다. 예술적 감성과 정서적 풍요로움을 경험할 수 있습니다.\n공연 예술과 감동을 좋아하는 사람에게 잘 맞는 취미에요!\n1. 다양한 공연 예술 경험\n2. 예술적 감성 발달\n3. 감동과 즐거움 경험\n4. 문화적 소양과 교류 확대\n5. 공연 관람 기록 및 감상문 작성 가능\n6. 친구, 가족과의 소통 도구",공연티켓|예매앱|공연장 안내서|쌍안경(선택)|음료|감상노트|카메라(선택)
야구관람,Watching Baseball,"야구 경기를 직접 관람하며 팀을 응원하고 경기의 재미와 긴장감을 함께 공유하는 스포츠 관람 활동으로, 사회적 유대감과 스트레스 해소에 도움이 되는 취미",-1,-2,0,-1,1,0,0,1,1,-1,0,1,-1,1,0,-2,-2,-1,-1,0,0,0,-2,-2,0,"야구관람은 야구 경기를 직접 관람하며 팀을 응원하고 경기의 재미와 긴장감을 함께 공유하는 스포츠 관람 활동입니다. 사회적 유대감과 스트레스 해소에 도움이 됩니다.\n스포츠 관람과 응원을 즐기는 사람에게 잘 맞는 취미에요!\n1. 경기의 재미와 긴장감 경험\n2. 팀 응원과 사회적 유대감 형성\n3. 현장 관람의 생생한 분위기\n4. 친구, 가족과의 소통 도구\n5. 경기 기록 및 감상문 작성 가능\n6. 스포츠 문화 체험","경기티켓|응원도구(메가폰, 유니폼 등)|간식|음료|모자|선글라스|카메라(선택)|감상노트"
걷기,Walking,"가장 기본적이고 접근하기 쉬운 유산소 운동으로, 자연이나 도심 속을 걸으며 체력 증진과 정신적 안정을 동시에 얻을 수 있는 취미",0,0,-1,-1,1,-2,1,0,-1,-2,-1,0,-2,1,-2,-2,-2,-1,-2,-2,0,-1,0,-2,0,"걷기는 가장 기본적이고 접근하기 쉬운 유산소 운동입니다. 자연이나 도심 속을 걸으며 체력 증진과 정신적 안정을 동시에 얻을 수 있습니다.\n가벼운 운동과 힐링을 원하는 사람에게 잘 맞는 취미에요!\n1. 접근성 높은 운동\n2. 체력 증진과 건강 관리\n3. 스트레스 해소와 정신적 안정\n4. 장소와 시간의 제약이 적음\n5. 가족, 친구와 함께 즐기기 좋음\n6. 운동 습관 형성에 도움",운동화|편한 옷|물병|모자|선크림|스마트워치(선택)|이어폰|걷기 앱
등산,Mountain Climbing,"산과 자연을 오르며 체력을 기르고 자연의 아름다움을 만끽하는 야외 활동으로, 성취감과 정신적 평온을 동시에 경험할 수 있는 취미",1,1,0,-2,2,0,0,1,0,-1,-1,1,-1,1,-1,0,0,1,0,-1,1,0,1,-2,2,등산은 산과 자연을 오르며 체력을 기르고 자연의 아름다움을 만끽하는 야외 활동입니다. 성취감과 정신적 평온을 동시에 경험할 수 있습니다.\n자연을 사랑하고 도전정신이 있는 사람에게 잘 맞는 취미에요!\n1. 체력 향상과 다이어트 효과\n2. 자연의 아름다움 감상\n3. 성취감과 힐링 경험\n4. 다양한 코스와 난이도 선택 가능\n5. 계절별 다양한 풍경 경험\n6. 등산 동호회 활동 가능,등산화|등산복|배낭|스틱|물통|간식|모자|선크림|지도|응급약품|스마트워치(선택)
골프,Golf,"정확한 샷과 전략적 사고가 필요한 개인 스포츠로, 넓은 자연 속에서 기술 향상과 정신적 집중력을 기르며 사회적 네트워킹도 가능한 취미",0,0,2,-2,2,0,0,1,1,-1,1,-1,1,0,2,2,2,2,2,0,1,1,2,0,1,"골프는 정확한 샷과 전략적 사고가 필요한 개인 스포츠입니다. 넓은 자연 속에서 기술 향상과 정신적 집중력을 기를 수 있습니다.\n자연과 스포츠, 네트워킹을 좋아하는 사람에게 잘 맞는 취미에요!\n1. 정확한 샷과 전략적 사고 필요\n2. 자연 속에서의 운동 경험\n3. 사회적 네트워킹 효과\n4. 꾸준한 연습과 자기관리 필요\n5. 다양한 코스와 환경 경험\n6. 장비와 시설 이용 필요",골프클럽|골프공|골프장갑|운동화(골프화)|모자|선글라스|골프백|티|거리측정기(선택)|골프장 이용권|물병|타월
팟캐스트보기,Listening to Podcast,"다양한 주제의 오디오 콘텐츠를 들으며 새로운 지식과 정보를 습득하고, 일상 중에도 쉽게 즐길 수 있는 지적 활동 취미",-2,-2,0,1,-1,-2,2,-2,-2,-1,1,0,0,1,-2,-2,-2,-2,-2,-2,0,1,-1,-2,-2,팟캐스트보기는 다양한 주제의 오디오 콘텐츠를 들으며 새로운 지식과 정보를 습득하는 활동입니다. 일상 중에도 쉽게 즐길 수 있습니다.\n지식 습득과 정보 탐색을 좋아하는 사람에게 잘 맞는 취미에요!\n1. 다양한 주제의 콘텐츠 경험\n2. 지식과 정보 습득\n3. 시간과 장소의 제약이 적음\n4. 자기계발과 여가 활용\n5. 혼자 또는 함께 즐길 수 있음\n6. 무료 또는 저렴한 비용으로 가능,스마트폰|이어폰|팟캐스트 앱|와이파이/데이터|감상노트(선택)
노래하기,Singing,"목소리를 통해 음악을 표현하며 감정을 해소하고 자신감을 기르는 활동으로, 혼자서도 또는 다른 사람들과 함께도 즐길 수 있는 취미",-1,-1,0,1,-1,-2,0,1,0,2,0,2,-1,2,-1,-1,0,0,0,-1,1,0,0,-1,-2,"노래하기는 목소리를 통해 음악을 표현하며 감정을 해소하고 자신감을 기르는 활동입니다. 혼자서도, 함께도 즐길 수 있습니다.\n음악과 감정 표현을 좋아하는 사람에게 잘 맞는 취미에요!\n1. 감정 해소와 자신감 향상\n2. 다양한 장르의 곡 연습 가능\n3. 스트레스 해소와 기분 전환\n4. 친구, 가족과의 소통 도구\n5. 꾸준한 연습과 자기계발 필요\n6. 공연 및 녹음 경험 가능",마이크|녹음기|반주기|악보|음료|연습공간|스피커|이어폰
음악작업,Music Production,"악기 연주나 작곡, 편곡 등을 통해 자신만의 음악을 창조하는 창작 활동으로, 높은 집중력과 창의성을 발휘하며 예술적 성취감을 얻을 수 있는 취미",-1,-2,2,2,-2,-2,1,-1,-1,2,1,2,1,1,0,1,2,2,1,1,2,1,1,1,-2,"음악작업은 악기 연주, 작곡, 편곡 등 자신만의 음악을 창조하는 창작 활동입니다. 높은 집중력과 창의성이 필요합니다.\n음악 창작과 예술적 성취를 원하는 사람에게 잘 맞는 취미에요!\n1. 창의성과 집중력 필요\n2. 다양한 악기와 소프트웨어 활용 가능\n3. 작품 공유 및 협업 경험\n4. 꾸준한 연습과 자기계발 필요\n5. 예술적 성취감 경험\n6. 음악 커뮤니티 활동 가능","악기(피아노, 기타 등)|녹음기|DAW소프트웨어|오디오인터페이스|마이크|헤드폰|악보|작업공간"
독서,Reading,"책을 통해 다양한 지식과 경험을 습득하고 상상력을 기르는 지적 활동으로, 조용한 환경에서 깊은 사색과 내적 성장을 경험할 수 있는 취미",-2,-2,1,2,-2,-2,2,-1,-2,0,2,1,1,1,-1,-2,-1,0,-1,-2,1,0,0,-2,-2,독서는 책을 통해 다양한 지식과 경험을 습득하고 상상력을 기르는 지적 활동입니다. 조용한 환경에서 깊은 사색과 내적 성장을 경험할 수 있습니다.\n지식 습득과 내적 성장을 원하는 사람에게 잘 맞는 취미에요!\n1. 다양한 분야의 책 경험\n2. 상상력과 사고력 향상\n3. 내적 성장과 사색 경험\n4. 조용한 환경에서의 집중력 필요\n5. 독서 모임 및 토론 가능\n6. 자기계발과 여가 활용,책|독서노트|책갈피|조용한 공간|조명|음료|전자책리더(선택)
기타연주,Playing Guitar,"현악기를 통해 음악을 연주하며 감정을 표현하고 음악적 기량을 발전시키는 활동으로, 꾸준한 연습을 통해 실력 향상과 성취감을 얻을 수 있는 취미",-1,-1,1,1,-1,-2,1,0,-1,2,0,2,0,1,0,0,1,1,0,-1,1,0,2,1,-2,기타연주는 현악기를 통해 음악을 연주하며 감정을 표현하고 음악적 기량을 발전시키는 활동입니다. 꾸준한 연습과 자기계발이 중요합니다.\n음악적 표현과 연주 실력 향상을 원하는 사람에게 잘 맞는 취미에요!\n1. 감정 표현과 음악적 기량 향상\n2. 다양한 장르 연주 가능\n3. 꾸준한 연습과 자기계발 필요\n4. 공연 및 녹음 경험 가능\n5. 악기 관리와 유지 필요\n6. 음악 커뮤니티 활동 가능,기타|기타줄|튜너|피크|악보|기타케이스|연습공간|기타교재|스탠드
영화,Movie,"다양한 장르의 영화를 감상하며 스토리와 영상미를 즐기고 감정적 몰입을 경험하는 문화 활동으로, 예술적 감성과 상상력을 기를 수 있는 취미",-2,-2,0,1,-1,-1,1,0,-1,0,1,2,0,1,0,-1,-2,-1,-1,-2,1,1,-2,-2,-2,"영화는 다양한 장르의 영화를 감상하며 스토리와 영상미를 즐기고 감정적 몰입을 경험하는 문화 활동입니다. 예술적 감성과 상상력을 기를 수 있습니다.\n영화 감상과 예술적 감성에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 다양한 장르의 영화 경험\n2. 예술적 감성 및 상상력 향상\n3. 감정적 몰입과 힐링 효과\n4. 영화 감상 기록 및 토론 가능\n5. 친구, 가족과의 소통 도구\n6. 영화 커뮤니티 활동 가능",영화티켓|스트리밍서비스|TV/프로젝터|음료|감상노트|팝콘/간식|이어폰/헤드폰
비즈,Beads,"작은 구슬을 이용해 장신구나 소품을 만드는 수공예 활동으로, 세밀한 손작업과 창의적 디자인을 통해 집중력과 성취감을 얻을 수 있는 취미",-2,-2,1,2,-2,-2,2,-1,-1,1,-1,0,-1,0,-1,-1,0,0,0,-1,1,0,0,2,-2,비즈는 작은 구슬을 이용해 장신구나 소품을 만드는 수공예 활동입니다. 세밀한 손작업과 창의적 디자인이 필요합니다.\n집중력과 창의적 작업을 좋아하는 사람에게 잘 맞는 취미에요!\n1. 세밀한 손작업과 집중력 필요\n2. 창의적 디자인 경험\n3. 다양한 재료와 색상 활용 가능\n4. 완성품의 성취감 경험\n5. 비교적 적은 공간에서 가능\n6. 취미 커뮤니티 활동 가능,비즈구슬|실/와이어|바늘|가위|디자인판|포장지|장식재|글루건|작업매트
퍼즐,Puzzle,"조각을 맞춰 완전한 그림이나 형태를 만드는 논리적 사고 활동으로, 인내심과 집중력을 기르며 완성 시 큰 성취감을 느낄 수 있는 취미",-2,-2,2,2,-2,-2,2,-1,-2,-1,1,-1,2,1,-2,-2,-1,0,1,0,2,-1,-1,0,-2,"퍼즐은 조각을 맞춰 완전한 그림이나 형태를 만드는 논리적 사고 활동입니다. 인내심과 집중력, 논리적 사고가 필요합니다.\n논리적 사고와 성취감을 원하는 사람에게 잘 맞는 취미에요!\n1. 인내심과 집중력 향상\n2. 논리적 사고력 발달\n3. 완성 시 성취감 경험\n4. 다양한 난이도와 테마 선택 가능\n5. 가족, 친구와의 협동 가능\n6. 여가 활용 및 두뇌 훈련 효과",퍼즐세트|퍼즐매트|정리함|타이머(선택)|조명|음료|퍼즐보관통
풋살,Football,"실내외 작은 코트에서 5명이 한 팀을 이뤄 펼치는 축구의 변형 스포츠로, 빠른 패스와 개인 기술이 중요하며 짧은 시간 동안 역동적인 경기를 통해 팀워크와 순발력을 기를 수 있는 취미",1,1,1,1,-1,-1,1,0,0,0,-1,1,0,1,0,0,1,1,1,0,1,1,2,0,-1,"풋살은 실내외 작은 코트에서 5명이 한 팀을 이뤄 펼치는 축구의 변형 스포츠입니다. 빠른 패스와 개인 기술, 팀워크가 중요하며, 짧은 시간 동안 역동적인 경기를 통해 순발력과 협동심을 기를 수 있습니다.\n팀워크와 빠른 경기를 좋아하는 사람에게 잘 맞는 취미에요!\n1. 빠른 패스와 개인 기술 필요\n2. 팀워크와 협동심 향상\n3. 순발력과 체력 증진\n4. 짧은 시간 동안 집중된 경기\n5. 동호회 및 대회 참가 가능\n6. 실내외 다양한 환경에서 가능",축구화|운동복|축구공|타월|물병|양말|정강이보호대(선택)|헤드밴드(선택)